,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return,algorithm_returns
2010-01-04 21:00:00+00:00,,0.0,,0.01604341707922341,,,0.0,100000.0,0.0,0.0,-0.0385,0.0,,0,0,0,0.0,0.0,0.0,[],2010-01-04 21:00:00+00:00,2010-01,2010-01-04 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,1,[],0.0385,1.0
2010-01-05 21:00:00+00:00,0.0,0.0,0.0,0.01920907941979899,0.14511353093688878,0.0,0.0,100000.0,0.0,0.0,-0.0377,0.0,-1.0479421724401932,0,0,0,0.0,0.0,0.0,[],2010-01-05 21:00:00+00:00,2010-01,2010-01-05 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,2,[],0.0377,1.0
2010-01-06 21:00:00+00:00,0.0,0.0,0.0,0.019765078893697385,0.13185034395867723,0.0,0.0,100000.0,0.0,0.0,-0.0385,0.0,-0.7907982090981633,0,0,0,0.0,0.0,0.0,[],2010-01-06 21:00:00+00:00,2010-01,2010-01-06 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,3,[],0.0385,1.0
2010-01-07 21:00:00+00:00,0.0,0.0,0.0,0.02384536415773386,0.10956648382753457,0.0,0.0,100000.0,0.0,0.0,-0.0385,0.0,-0.8586525151129917,0,0,0,0.0,0.0,0.0,[],2010-01-07 21:00:00+00:00,2010-01,2010-01-07 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,4,[],0.0385,1.0
2010-01-08 21:00:00+00:00,0.0,0.0,0.0,0.02679580723083097,0.09731822495742527,0.0,0.0,100000.0,0.0,0.0,-0.0383,0.0,-0.8673897402688202,0,0,0,0.0,0.0,0.0,[],2010-01-08 21:00:00+00:00,2010-01,2010-01-08 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,5,[],0.0383,1.0
2010-01-11 21:00:00+00:00,0.0,0.0,0.0,0.028589368385028457,0.09006764773588555,0.0,0.0,100000.0,0.0,0.0,-0.0385,0.0,-0.8323244500191866,0,0,0,0.0,0.0,0.0,[],2010-01-11 21:00:00+00:00,2010-01,2010-01-11 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,6,[],0.0385,1.0
2010-01-12 21:00:00+00:00,0.0,0.0,0.0,0.018940001304421417,0.11798692216976654,0.0,0.0,100000.0,0.0,0.0,-0.0374,0.0,-0.36429176263443075,0,0,0,0.0,0.0,0.0,[],2010-01-12 21:00:00+00:00,2010-01,2010-01-12 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,7,[],0.0374,1.0
2010-01-13 21:00:00+00:00,0.0,0.0,0.0,0.02742361999656273,0.11369490368974045,0.0,0.0,100000.0,0.0,0.0,-0.038,0.0,-0.47610051668915376,0,0,0,0.0,0.0,0.0,[],2010-01-13 21:00:00+00:00,2010-01,2010-01-13 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,8,[],0.038,1.0
2010-01-14 21:00:00+00:00,0.0,0.0,0.0,0.029916586600303274,0.10647908709694712,0.0,0.0,100000.0,0.0,0.0,-0.0376,0.0,-0.49207359611818885,0,0,0,0.0,0.0,0.0,[],2010-01-14 21:00:00+00:00,2010-01,2010-01-14 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,9,[],0.0376,1.0
2010-01-15 21:00:00+00:00,0.0,0.0,0.0,0.018769665008046,0.12290214590571549,0.0,0.0,100000.0,0.0,0.0,-0.037000000000000005,0.0,-0.24389163725641805,0,0,0,0.0,0.0,0.0,[],2010-01-15 21:00:00+00:00,2010-01,2010-01-15 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,10,[],0.037000000000000005,1.0
2010-01-19 21:00:00+00:00,0.0,0.0,0.0,0.031503905260598986,0.12717721704989085,0.0,0.0,100000.0,0.0,0.0,-0.0373,0.0,-0.35610543078634316,0,0,0,0.0,0.0,0.0,[],2010-01-19 21:00:00+00:00,2010-01,2010-01-19 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,11,[],0.0373,1.0
2010-01-20 21:00:00+00:00,0.0,0.0,0.0,0.020572202935820183,0.1360258997955233,0.0,0.0,100000.0,0.0,0.0,-0.0368,0.0,-0.20212949028090782,0,0,0,0.0,0.0,0.0,[],2010-01-20 21:00:00+00:00,2010-01,2010-01-20 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,12,[],0.0368,1.0
2010-01-21 21:00:00+00:00,0.0,0.0,0.0,0.0012375607835186653,0.1588984703580034,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,-0.01413438881871699,0,0,0,0.0,0.0,0.0,[],2010-01-21 21:00:00+00:00,2010-01,2010-01-21 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,13,[],0.0362,1.0
2010-01-22 21:00:00+00:00,0.0,0.0,0.0,-0.020930828178943428,0.17956521290214475,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,0.12819861587348708,0,0,0,0.0,0.0,0.0,[],2010-01-22 21:00:00+00:00,2010-01,2010-01-22 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,14,[],0.0362,1.0
2010-01-25 21:00:00+00:00,0.0,0.0,0.0,-0.016428972643077078,0.1748001925637294,0.0,0.0,100000.0,0.0,0.0,-0.0366,0.0,0.09507526872219271,0,0,0,0.0,0.0,0.0,[],2010-01-25 21:00:00+00:00,2010-01,2010-01-25 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,15,[],0.0366,1.0
2010-01-26 21:00:00+00:00,0.0,0.0,0.0,-0.020563117651793417,0.16933695477031147,0.0,0.0,100000.0,0.0,0.0,-0.0365,0.0,0.11663555264154614,0,0,0,0.0,0.0,0.0,[],2010-01-26 21:00:00+00:00,2010-01,2010-01-26 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,16,[],0.0365,1.0
2010-01-27 21:00:00+00:00,0.0,0.0,0.0,-0.015783316634202738,0.16564663829994375,0.0,0.0,100000.0,0.0,0.0,-0.0366,0.0,0.08470949593504354,0,0,0,0.0,0.0,0.0,[],2010-01-27 21:00:00+00:00,2010-01,2010-01-27 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,17,[],0.0366,1.0
2010-01-28 21:00:00+00:00,0.0,0.0,0.0,-0.027414534712535743,0.16582653143604748,0.0,0.0,100000.0,0.0,0.0,-0.0368,0.0,0.14276704879576835,0,0,0,0.0,0.0,0.0,[],2010-01-28 21:00:00+00:00,2010-01,2010-01-28 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,18,[],0.0368,1.0
2010-01-29 21:00:00+00:00,0.0,0.0,0.0,-0.036974246154947266,0.16399021728306773,0.0,0.0,100000.0,0.0,0.0,-0.0363,0.0,0.18684537388044825,0,0,0,0.0,0.0,0.0,[],2010-01-29 21:00:00+00:00,2010-01,2010-01-29 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,19,[],0.0363,1.0
2010-02-01 21:00:00+00:00,0.0,0.0,0.0,-0.023235616139946735,0.16965439676846647,0.0,0.0,100000.0,0.0,0.0,-0.0368,0.0,0.10483312219176423,0,0,0,0.0,0.0,0.0,[],2010-02-01 21:00:00+00:00,2010-02,2010-02-01 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,20,[],0.0368,1.0
2010-02-02 21:00:00+00:00,0.0,0.0,0.0,-0.010564102101639494,0.17241503645127634,0.0,0.0,100000.0,0.0,0.0,-0.0367,0.0,0.041364425983218024,0,0,0,0.0,0.0,0.0,[],2010-02-02 21:00:00+00:00,2010-02,2010-02-02 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,21,[],0.0367,1.0
2010-02-03 21:00:00+00:00,0.0,0.0,0.0,-0.015980582354527706,0.16911716606466629,0.0,0.0,100000.0,0.0,0.0,-0.0373,0.0,0.06361131289730824,0,0,0,0.0,0.0,0.0,[],2010-02-03 21:00:00+00:00,2010-02,2010-02-03 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,22,[],0.0373,1.0
2010-02-04 21:00:00+00:00,0.0,0.0,0.0,-0.046623614132334845,0.19356699093254578,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,0.16419745472637368,0,0,0,0.0,0.0,0.0,[],2010-02-04 21:00:00+00:00,2010-02,2010-02-04 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,23,[],0.0362,1.0
2010-02-05 21:00:00+00:00,0.0,0.0,0.0,-0.04386156941321617,0.18997673237814092,0.0,0.0,100000.0,0.0,0.0,-0.0359,0.0,0.15024283531188692,0,0,0,0.0,0.0,0.0,[],2010-02-05 21:00:00+00:00,2010-02,2010-02-05 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,24,[],0.0359,1.0
2010-02-08 21:00:00+00:00,0.0,0.0,0.0,-0.052336101924550404,0.1873246775227093,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,0.1763192790300622,0,0,0,0.0,0.0,0.0,[],2010-02-08 21:00:00+00:00,2010-02,2010-02-08 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,25,[],0.0362,1.0
2010-02-09 21:00:00+00:00,0.0,0.0,0.0,-0.03997843866871342,0.18948070532825081,0.0,0.0,100000.0,0.0,0.0,-0.0367,0.0,0.1255898339896774,0,0,0,0.0,0.0,0.0,[],2010-02-09 21:00:00+00:00,2010-02,2010-02-09 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,26,[],0.0367,1.0
2010-02-10 21:00:00+00:00,0.0,0.0,0.0,-0.042121757699687845,0.18581463127071446,0.0,0.0,100000.0,0.0,0.0,-0.0372,0.0,0.13038863180365826,0,0,0,0.0,0.0,0.0,[],2010-02-10 21:00:00+00:00,2010-02,2010-02-10 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,27,[],0.0372,1.0
2010-02-11 21:00:00+00:00,0.0,0.0,0.0,-0.032849077023027196,0.18541467237543552,0.0,0.0,100000.0,0.0,0.0,-0.0373,0.0,0.0964030146783119,0,0,0,0.0,0.0,0.0,[],2010-02-11 21:00:00+00:00,2010-02,2010-02-11 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,28,[],0.0373,1.0
2010-02-12 21:00:00+00:00,0.0,0.0,0.0,-0.035503512556796735,0.18213610126058233,0.0,0.0,100000.0,0.0,0.0,-0.0369,0.0,0.10300292722670014,0,0,0,0.0,0.0,0.0,[],2010-02-12 21:00:00+00:00,2010-02,2010-02-12 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,29,[],0.0369,1.0
2010-02-16 21:00:00+00:00,0.0,0.0,0.0,-0.01814185403587487,0.1874048933875548,0.0,0.0,100000.0,0.0,0.0,-0.0366,0.0,0.04594383325661755,0,0,0,0.0,0.0,0.0,[],2010-02-16 21:00:00+00:00,2010-02,2010-02-16 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,30,[],0.0366,1.0
2010-02-17 21:00:00+00:00,0.0,0.0,0.0,-0.013980778706428332,0.18475840926164674,0.0,0.0,100000.0,0.0,0.0,-0.0374,0.0,0.03335261334535897,0,0,0,0.0,0.0,0.0,[],2010-02-17 21:00:00+00:00,2010-02,2010-02-17 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,31,[],0.0374,1.0
2010-02-18 21:00:00+00:00,0.0,0.0,0.0,-0.007488096296039748,0.1828043070314456,0.0,0.0,100000.0,0.0,0.0,-0.0379,0.0,0.014786629686315774,0,0,0,0.0,0.0,0.0,[],2010-02-18 21:00:00+00:00,2010-02,2010-02-18 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,32,[],0.0379,1.0
2010-02-19 21:00:00+00:00,0.0,0.0,0.0,-0.005317847841115553,0.18004316218098515,0.0,0.0,100000.0,0.0,0.0,-0.0378,0.0,0.008716151938809558,0,0,0,0.0,0.0,0.0,[],2010-02-19 21:00:00+00:00,2010-02,2010-02-19 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,33,[],0.0378,1.0
2010-02-22 21:00:00+00:00,0.0,0.0,0.0,-0.006358143801089566,0.17731299477610676,0.0,0.0,100000.0,0.0,0.0,-0.038,0.0,0.011343986795011486,0,0,0,0.0,0.0,0.0,[],2010-02-22 21:00:00+00:00,2010-02,2010-02-22 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,34,[],0.038,1.0
2010-02-23 21:00:00+00:00,0.0,0.0,0.0,-0.018384001830522467,0.17761719953660485,0.0,0.0,100000.0,0.0,0.0,-0.0369,0.0,0.041906330410333335,0,0,0,0.0,0.0,0.0,[],2010-02-23 21:00:00+00:00,2010-02,2010-02-23 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,35,[],0.0369,1.0
2010-02-24 21:00:00+00:00,0.0,0.0,0.0,-0.008842243935264338,0.17712498598746051,0.0,0.0,100000.0,0.0,0.0,-0.037000000000000005,0.0,0.016656078574721744,0,0,0,0.0,0.0,0.0,[],2010-02-24 21:00:00+00:00,2010-02,2010-02-24 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,36,[],0.037000000000000005,1.0
2010-02-25 21:00:00+00:00,0.0,0.0,0.0,-0.01090488320483951,0.1747176122110024,0.0,0.0,100000.0,0.0,0.0,-0.0364,0.0,0.021539462488871834,0,0,0,0.0,0.0,0.0,[],2010-02-25 21:00:00+00:00,2010-02,2010-02-25 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,37,[],0.0364,1.0
2010-02-26 21:00:00+00:00,0.0,0.0,0.0,-0.00951482936808834,0.17239228504417745,0.0,0.0,100000.0,0.0,0.0,-0.0361,0.0,0.017849935210374982,0,0,0,0.0,0.0,0.0,[],2010-02-26 21:00:00+00:00,2010-02,2010-02-26 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,38,[],0.0361,1.0
2010-03-01 21:00:00+00:00,0.0,0.0,0.0,0.0005470227003221417,0.17213224371511454,0.0,0.0,100000.0,0.0,0.0,-0.0361,0.0,-0.006603161216311225,0,0,0,0.0,0.0,0.0,[],2010-03-01 21:00:00+00:00,2010-03,2010-03-01 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,39,[],0.0361,1.0
2010-03-02 21:00:00+00:00,0.0,0.0,0.0,0.002878740085275222,0.1700056565054408,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,-0.011958821255516719,0,0,0,0.0,0.0,0.0,[],2010-03-02 21:00:00+00:00,2010-03,2010-03-02 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,40,[],0.0362,1.0
2010-03-03 21:00:00+00:00,0.0,0.0,0.0,0.0033091768266710897,0.16786879551747697,0.0,0.0,100000.0,0.0,0.0,-0.0363,0.0,-0.012805594381756668,0,0,0,0.0,0.0,0.0,[],2010-03-03 21:00:00+00:00,2010-03,2010-03-03 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,41,[],0.0363,1.0
2010-03-04 21:00:00+00:00,0.0,0.0,0.0,0.007057658657864341,0.16604339021281123,0.0,0.0,100000.0,0.0,0.0,-0.0361,0.0,-0.021142650312325068,0,0,0,0.0,0.0,0.0,[],2010-03-04 21:00:00+00:00,2010-03,2010-03-04 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,42,[],0.0361,1.0
2010-03-05 21:00:00+00:00,0.0,0.0,0.0,0.021163999200015216,0.1674151328917519,0.0,0.0,100000.0,0.0,0.0,-0.0369,0.0,-0.05137027597613526,0,0,0,0.0,0.0,0.0,[],2010-03-05 21:00:00+00:00,2010-03,2010-03-05 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,43,[],0.0369,1.0
2010-03-08 21:00:00+00:00,0.0,0.0,0.0,0.02098468702684375,0.1654658999389492,0.0,0.0,100000.0,0.0,0.0,-0.0372,0.0,-0.05041130009019088,0,0,0,0.0,0.0,0.0,[],2010-03-08 21:00:00+00:00,2010-03,2010-03-08 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,44,[],0.0372,1.0
2010-03-09 21:00:00+00:00,0.0,0.0,0.0,0.02273336520993796,0.16359892672353998,0.0,0.0,100000.0,0.0,0.0,-0.0371,0.0,-0.053546711778947174,0,0,0,0.0,0.0,0.0,[],2010-03-09 21:00:00+00:00,2010-03,2010-03-09 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,45,[],0.0371,1.0
2010-03-10 21:00:00+00:00,0.0,0.0,0.0,0.027360783478306727,0.16203795980268762,0.0,0.0,100000.0,0.0,0.0,-0.0373,0.0,-0.06252338845696412,0,0,0,0.0,0.0,0.0,[],2010-03-10 21:00:00+00:00,2010-03,2010-03-10 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,46,[],0.0373,1.0
2010-03-11 21:00:00+00:00,0.0,0.0,0.0,0.03151288203417657,0.16046062918869083,0.0,0.0,100000.0,0.0,0.0,-0.0373,0.0,-0.07030167509068797,0,0,0,0.0,0.0,0.0,[],2010-03-11 21:00:00+00:00,2010-03,2010-03-11 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,47,[],0.0373,1.0
2010-03-12 21:00:00+00:00,0.0,0.0,0.0,0.03128868688990183,0.15875866207314482,0.0,0.0,100000.0,0.0,0.0,-0.0371,0.0,-0.06912225699270443,0,0,0,0.0,0.0,0.0,[],2010-03-12 21:00:00+00:00,2010-03,2010-03-12 14:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,48,[],0.0371,1.0
2010-03-15 20:00:00+00:00,0.0,0.0,0.0,0.031755030725604705,0.15709715755342948,0.0,0.0,100000.0,0.0,0.0,-0.0371,0.0,-0.06936026387625856,0,0,0,0.0,0.0,0.0,[],2010-03-15 20:00:00+00:00,2010-03,2010-03-15 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,49,[],0.0371,1.0
2010-03-16 20:00:00+00:00,0.0,0.0,0.0,0.039781172948389676,0.15629906751536923,0.0,0.0,100000.0,0.0,0.0,-0.0366,0.0,-0.08412185251998087,0,0,0,0.0,0.0,0.0,[],2010-03-16 20:00:00+00:00,2010-03,2010-03-16 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,50,[],0.0366,1.0
2010-03-17 20:00:00+00:00,0.0,0.0,0.0,0.045834441843805696,0.15512580375075405,0.0,0.0,100000.0,0.0,0.0,-0.0365,0.0,-0.09477754607894387,0,0,0,0.0,0.0,0.0,[],2010-03-17 20:00:00+00:00,2010-03,2010-03-17 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,51,[],0.0365,1.0
2010-03-18 20:00:00+00:00,0.0,0.0,0.0,0.045493660740605346,0.15362216012420737,0.0,0.0,100000.0,0.0,0.0,-0.0368,0.0,-0.09321721380246868,0,0,0,0.0,0.0,0.0,[],2010-03-18 20:00:00+00:00,2010-03,2010-03-18 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,52,[],0.0368,1.0
2010-03-19 20:00:00+00:00,0.0,0.0,0.0,0.04017581289948935,0.15269722574977607,0.0,0.0,100000.0,0.0,0.0,-0.037000000000000005,0.0,-0.08203521144468119,0,0,0,0.0,0.0,0.0,[],2010-03-19 20:00:00+00:00,2010-03,2010-03-19 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,53,[],0.037000000000000005,1.0
2010-03-22 20:00:00+00:00,0.0,0.0,0.0,0.045475817497462545,0.15153562446170818,0.0,0.0,100000.0,0.0,0.0,-0.0367,0.0,-0.0910178884517943,0,0,0,0.0,0.0,0.0,[],2010-03-22 20:00:00+00:00,2010-03,2010-03-22 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,54,[],0.0367,1.0
2010-03-23 20:00:00+00:00,0.0,0.0,0.0,0.052972889670298784,0.15073081598970942,0.0,0.0,100000.0,0.0,0.0,-0.0369,0.0,-0.103571510283834,0,0,0,0.0,0.0,0.0,[],2010-03-23 20:00:00+00:00,2010-03,2010-03-23 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,55,[],0.0369,1.0
2010-03-24 20:00:00+00:00,0.0,0.0,0.0,0.047188589483030174,0.149984859885831,0.0,0.0,100000.0,0.0,0.0,-0.0384,0.0,-0.09184552113516334,0,0,0,0.0,0.0,0.0,[],2010-03-24 20:00:00+00:00,2010-03,2010-03-24 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,56,[],0.0384,1.0
2010-03-25 20:00:00+00:00,0.0,0.0,0.0,0.045404004205628956,0.14873801892478333,0.0,0.0,100000.0,0.0,0.0,-0.0391,0.0,-0.08779969201840708,0,0,0,0.0,0.0,0.0,[],2010-03-25 20:00:00+00:00,2010-03,2010-03-25 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,57,[],0.0391,1.0
2010-03-26 20:00:00+00:00,0.0,0.0,0.0,0.0461752229470056,0.14742763253123495,0.0,0.0,100000.0,0.0,0.0,-0.0386,0.0,-0.08842242046271953,0,0,0,0.0,0.0,0.0,[],2010-03-26 20:00:00+00:00,2010-03,2010-03-26 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,58,[],0.0386,1.0
2010-03-29 20:00:00+00:00,0.0,0.0,0.0,0.05212088265707271,0.14649619757291654,0.0,0.0,100000.0,0.0,0.0,-0.0388,0.0,-0.09791440928184147,0,0,0,0.0,0.0,0.0,[],2010-03-29 20:00:00+00:00,2010-03,2010-03-29 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,59,[],0.0388,1.0
2010-03-30 20:00:00+00:00,0.0,0.0,0.0,0.052165765628175764,0.1452601146280903,0.0,0.0,100000.0,0.0,0.0,-0.0388,0.0,-0.09717951267847702,0,0,0,0.0,0.0,0.0,[],2010-03-30 20:00:00+00:00,2010-03,2010-03-30 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,60,[],0.0388,1.0
2010-03-31 20:00:00+00:00,0.0,0.0,0.0,0.048722158702656504,0.14429272578044042,0.0,0.0,100000.0,0.0,0.0,-0.0384,0.0,-0.09032448680067509,0,0,0,0.0,0.0,0.0,[],2010-03-31 20:00:00+00:00,2010-03,2010-03-31 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,61,[],0.0384,1.0
2010-04-01 20:00:00+00:00,0.0,0.0,0.0,0.05649717635721707,0.14372103701827865,0.0,0.0,100000.0,0.0,0.0,-0.0389,0.0,-0.10242889527042952,0,0,0,0.0,0.0,0.0,[],2010-04-01 20:00:00+00:00,2010-04,2010-04-01 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,62,[],0.0389,1.0
2010-04-05 20:00:00+00:00,0.0,0.0,0.0,0.06487307555999866,0.14324320376477206,0.0,0.0,100000.0,0.0,0.0,-0.0401,0.0,-0.11508527263295305,0,0,0,0.0,0.0,0.0,[],2010-04-05 20:00:00+00:00,2010-04,2010-04-05 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,63,[],0.0401,1.0
2010-04-06 20:00:00+00:00,0.0,0.0,0.0,0.06666663671419615,0.14210758395363662,0.0,0.0,100000.0,0.0,0.0,-0.0398,0.0,-0.11713219691980192,0,0,0,0.0,0.0,0.0,[],2010-04-06 20:00:00+00:00,2010-04,2010-04-06 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,64,[],0.0398,1.0
2010-04-07 20:00:00+00:00,0.0,0.0,0.0,0.060398149448082084,0.1416508381051022,0.0,0.0,100000.0,0.0,0.0,-0.0389,0.0,-0.10556988484394098,0,0,0,0.0,0.0,0.0,[],2010-04-07 20:00:00+00:00,2010-04,2010-04-07 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,65,[],0.0389,1.0
2010-04-08 20:00:00+00:00,0.0,0.0,0.0,0.06397629498290014,0.14063732568105008,0.0,0.0,100000.0,0.0,0.0,-0.0391,0.0,-0.11049052674262806,0,0,0,0.0,0.0,0.0,[],2010-04-08 20:00:00+00:00,2010-04,2010-04-08 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,66,[],0.0391,1.0
2010-04-09 20:00:00+00:00,0.0,0.0,0.0,0.07108781338544379,0.14000569609496252,0.0,0.0,100000.0,0.0,0.0,-0.039,0.0,-0.12064368590328446,0,0,0,0.0,0.0,0.0,[],2010-04-09 20:00:00+00:00,2010-04,2010-04-09 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,67,[],0.039,1.0
2010-04-12 20:00:00+00:00,0.0,0.0,0.0,0.07298000695141327,0.13896353175546727,0.0,0.0,100000.0,0.0,0.0,-0.038700000000000005,0.0,-0.1227287574215653,0,0,0,0.0,0.0,0.0,[],2010-04-12 20:00:00+00:00,2010-04,2010-04-12 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,68,[],0.038700000000000005,1.0
2010-04-13 20:00:00+00:00,0.0,0.0,0.0,0.07371542890249394,0.13793995936203468,0.0,0.0,100000.0,0.0,0.0,-0.0384,0.0,-0.1229907375676976,0,0,0,0.0,0.0,0.0,[],2010-04-13 20:00:00+00:00,2010-04,2010-04-13 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,69,[],0.0384,1.0
2010-04-14 20:00:00+00:00,0.0,0.0,0.0,0.08568742718724676,0.13826624159248765,0.0,0.0,100000.0,0.0,0.0,-0.0388,0.0,-0.1392355251134029,0,0,0,0.0,0.0,0.0,[],2010-04-14 20:00:00+00:00,2010-04,2010-04-14 13:31:00+00:00,0.0,100000.0,[],0.0,,0,0,0,,100000.0,0.0,0.0,70,[],0.0388,1.0
